name,type,Average,Variance,Std,Min,Max,Geometric_mean,Harmonic_mean
org.underdev.penetratepro,Malware,18.13366887,2865.635076,53.53162688,2.496,500,9.259638016,7.809137104
org.underdev.penetratepro,Malware,16.80350331,2743.456228,52.37801283,2.778,500,8.89269817,7.649898295
org.underdev.penetratepro,Malware,17.70319205,2754.045397,52.47899958,2.286,500,9.314186015,7.943868632
org.underdev.penetratepro,Malware,18.95662252,3730.887894,61.08099454,2.483,500,8.897338447,7.55429311
org.underdev.penetratepro,Malware,15.07717881,1927.458244,43.90282729,2.538,500,8.831641482,7.685808305
org.underdev.penetratepro,Malware,15.97525166,2636.40662,51.34595037,2.387,500,8.680743159,7.536695905
org.underdev.penetratepro,Malware,19.70051155,3606.465122,60.05385185,2.405,500,9.298308645,7.700698122
org.underdev.penetratepro,Malware,14.53483444,1902.024844,43.6122098,2.415,500,8.631709971,7.623645649
org.underdev.penetratepro,Malware,16.4323245,2663.893339,51.61291833,2.275,500,8.680128431,7.373810982
org.underdev.penetratepro,Malware,14.39737542,1867.747875,43.21744874,2.65,500,8.651910702,7.626291733
org.underdev.penetratepro,Malware,15.66110265,2614.701803,51.13415495,2.296,500,8.574368231,7.462422025
org.underdev.penetratepro,Malware,16.7086457,2835.617387,53.25051537,2.65,500,8.782365482,7.637381821
org.underdev.penetratepro,Malware,15.04029139,1951.738958,44.17848976,2.342,500,8.713248804,7.635142755
org.underdev.penetratepro,Malware,14.71828808,1975.812149,44.45010854,2.159,500,8.466825783,7.41710131
org.underdev.penetratepro,Malware,15.22455298,2558.338174,50.58001753,2.647,500,8.658762027,7.709196143
org.underdev.penetratepro,Malware,18.1139571,3503.641838,59.19156897,2.628,500,8.850520604,7.567583959
org.underdev.penetratepro,Malware,19.08446205,3519.247494,59.32324582,2.533,500,9.334071411,7.830320541
org.underdev.penetratepro,Malware,16.78411921,2744.915505,52.39194122,2.487,500,8.964593438,7.713979669
org.underdev.penetratepro,Malware,19.0377649,2971.225779,54.50895137,2.509,500,9.383611674,7.776148224
org.underdev.penetratepro,Malware,14.61710963,1844.561712,42.94836099,2.443,500,8.921054763,7.867420655
org.underdev.penetratepro,Malware,16.13558278,2655.363599,51.53022025,2.537,500,8.75278602,7.62415063
org.underdev.penetratepro,Malware,20.19300993,3063.254518,55.34667576,1.99,500,9.284750437,7.201202679
org.underdev.penetratepro,Malware,15.65860927,2590.904412,50.90092741,2.262,500,8.691205602,7.59543046
org.underdev.penetratepro,Malware,13.63795017,1792.023615,42.3322999,2.572,500,8.586094003,7.736295142
org.underdev.penetratepro,Malware,18.29756954,2916.809964,54.00749914,2.594,500,9.332731942,7.875224985
org.underdev.penetratepro,Malware,17.94952649,2881.638969,53.68089948,2.625,500,9.109231523,7.77924262
org.underdev.penetratepro,Malware,15.93355814,2084.031637,45.65119536,2.314,500,9.151587368,8.007305865
org.underdev.penetratepro,Malware,26.86890789,5225.235524,72.28579061,2.217,500,10.40109301,7.802963045
org.underdev.penetratepro,Malware,16.4877649,2684.486541,51.81203085,2.477,500,8.862548955,7.69572114
org.underdev.penetratepro,Malware,13.07313621,1758.013462,41.92867113,2.328,500,8.320417584,7.582341867
org.underdev.penetratepro,Malware,22.66600662,4464.861762,66.81962109,2.57,500,9.540601312,7.419793276
org.underdev.penetratepro,Malware,13.45375415,1776.162634,42.14454454,2.568,500,8.437355989,7.558511684
org.underdev.penetratepro,Malware,21.75382119,3216.092948,56.71060702,2.3,500,9.880116916,7.635382613
org.underdev.penetratepro,Malware,16.76342384,2747.229626,52.41402128,2.565,500,9.051243406,7.919827249
org.underdev.penetratepro,Malware,17.93039934,2831.407465,53.21097128,2.55,500,9.180792105,7.669271988
org.underdev.penetratepro,Malware,12.4937309,1119.09605,33.452893,2.419,500,8.36122113,7.516387241
org.underdev.penetratepro,Malware,14.3981495,1882.918706,43.39261119,2.321,500,8.576331999,7.56110781
org.underdev.penetratepro,Malware,11.5921,994.1264229,31.52977042,2.529,500,8.179549703,7.470979008
org.underdev.penetratepro,Malware,15.72779139,2624.569958,51.23055688,2.478,500,8.695919858,7.669079514
org.underdev.penetratepro,Malware,17.0767649,2725.483191,52.20616047,2.523,500,9.041056593,7.78656541
org.underdev.penetratepro,Malware,15.01239404,1957.814825,44.24720133,2.558,500,8.850459189,7.832110632
org.underdev.penetratepro,Malware,17.61721192,3496.835924,59.13405046,2.414,500,8.668670845,7.491683965
org.underdev.penetratepro,Malware,17.38098013,2824.08447,53.14211579,2.353,500,9.058284718,7.824765749
org.underdev.penetratepro,Malware,12.36791694,1097.452345,33.1278183,2.292,500,8.167375389,7.221859277
org.underdev.penetratepro,Malware,15.65164452,2043.832859,45.20876972,2.834,500,8.931829344,7.85659592
org.underdev.penetratepro,Malware,11.54943,1038.024564,32.2183886,2.648,500,8.231982271,7.595709283
org.underdev.penetratepro,Malware,17.34385762,2862.525008,53.5025701,2.534,500,8.991543889,7.752300255
org.underdev.penetratepro,Malware,16.48743046,2122.51954,46.07081006,2.214,500,9.085156856,7.738037982
org.underdev.penetratepro,Malware,17.99059736,2974.491624,54.5389001,2.136,500,8.939193634,7.558997719
org.underdev.penetratepro,Malware,16.15100993,2640.232687,51.38319459,2.673,500,8.85453469,7.755931242
org.underdev.penetratepro,Malware,16.54100993,2650.738264,51.48532086,2.574,500,8.90018069,7.661189825
org.underdev.penetratepro,Malware,13.44349834,1752.753521,41.86589926,2.578,500,8.63409776,7.829062993
org.underdev.penetratepro,Malware,13.09438206,1745.366387,41.77758235,2.555,500,8.37314343,7.57208386
org.underdev.penetratepro,Malware,14.96907973,1958.525176,44.25522767,2.595,500,8.792344069,7.706263882
org.underdev.penetratepro,Malware,15.95668771,2654.707063,51.52384946,2.205,500,8.776492954,7.613808983
org.underdev.penetratepro,Malware,18.77934106,2861.543137,53.4933934,2.535,500,9.636761375,8.037738831
org.underdev.penetratepro,Malware,17.14831788,2778.945339,52.71570297,2.662,500,9.215874256,8.100804098
org.underdev.penetratepro,Malware,18.38481126,2876.454295,53.63258613,2.634,500,9.358771222,7.901257882
org.underdev.penetratepro,Malware,17.3745596,2713.751621,52.0936812,2.781,500,9.401116019,8.139577129
org.underdev.penetratepro,Malware,12.81415282,1089.751345,33.01138205,2.428,500,8.468093025,7.498374904
org.underdev.penetratepro,Malware,15.71376159,2629.142029,51.27515997,2.678,500,8.555125298,7.464115202
org.underdev.penetratepro,Malware,15.66698344,2596.899058,50.95977882,2.499,500,8.699602715,7.630298854
org.underdev.penetratepro,Malware,12.79931229,1733.191938,41.63162186,2.737,500,8.216318939,7.470500551
org.underdev.penetratepro,Malware,16.44690397,2658.052321,51.55630244,2.259,500,8.94762613,7.807451932
org.underdev.penetratepro,Malware,12.07337874,1018.021337,31.90644663,2.328,500,8.448907874,7.709940021
org.underdev.penetratepro,Malware,15.35612583,1929.055406,43.92101326,2.587,500,9.116885455,8.037707119
org.underdev.penetratepro,Malware,17.56499338,2801.120899,52.92561666,2.521,500,9.291559769,8.051820167
org.underdev.penetratepro,Malware,15.9626457,2687.627648,51.84233452,2.831,500,8.888471672,7.944735575
org.underdev.penetratepro,Malware,14.68393046,1869.326365,43.23570706,2.233,500,8.670205554,7.514763961
org.underdev.penetratepro,Malware,30.14822697,5206.054976,72.152997,2.612,500,11.55341978,8.133651052
org.underdev.penetratepro,Malware,12.9106711,1742.170639,41.73931766,2.476,500,8.240159988,7.416147367
org.underdev.penetratepro,Malware,16.24602649,2665.788605,51.63127546,2.333,500,8.816761561,7.646507242
org.underdev.penetratepro,Malware,14.47358278,1861.314199,43.14295075,2.173,500,8.858993808,7.8966275
org.underdev.penetratepro,Malware,13.1532691,1751.18092,41.84711364,2.712,500,8.307737845,7.497934356
org.underdev.penetratepro,Malware,14.74711628,2029.341522,45.04821331,2.562,500,8.387059583,7.297412567
org.underdev.penetratepro,Malware,16.36116225,2650.232306,51.48040701,2.456,500,8.995766753,7.854078422
org.underdev.penetratepro,Malware,14.22940199,1799.680495,42.4226413,2.395,500,8.901977738,7.935280676
org.underdev.penetratepro,Malware,16.55357285,2707.291246,52.03163697,2.403,500,9.043490267,7.839128217
org.underdev.penetratepro,Malware,13.47293023,1761.003844,41.96431632,2.54,500,8.571896509,7.768133963
org.underdev.penetratepro,Malware,12.17339535,1033.067411,32.14136603,2.23,500,8.227944342,7.280898352
com.mediawoz.goweather,Malware,10.85474,269.3790952,16.41277232,2.761,130.309,8.386322841,7.686392681
com.mediawoz.goweather,Malware,16.54066,2680.188066,51.77053279,3.023,500,9.067428479,8.003148632
com.mediawoz.goweather,Malware,11.67115,331.8323795,18.21626689,2.802,119.135,8.651277624,7.857655746
com.mediawoz.goweather,Malware,15.40243,2572.99426,50.72469083,3.244,500,8.942542446,8.077909597
com.mediawoz.goweather,Malware,11.95525,360.8246466,18.99538488,2.518,119.442,8.790104548,7.910706817
com.mediawoz.goweather,Malware,12.78376,423.1878887,20.57153103,2.805,118.779,9.023893277,7.973060506
com.mediawoz.goweather,Malware,21.87712871,5201.037488,72.11821884,2.901,500,9.224900611,7.858053967
com.mediawoz.goweather,Malware,19.32755,2958.529008,54.39236167,2.698,500,9.406597614,7.744617371
com.mediawoz.goweather,Malware,29.881,8166.768526,90.37017498,3.583,500,10.52544586,8.71169363
com.mediawoz.goweather,Malware,15.20368,2590.121946,50.89324067,2.918,500,8.672426297,7.743617369
com.mediawoz.goweather,Malware,16.35553,2720.184036,52.15538357,2.844,500,8.922176027,7.95805115
com.mediawoz.goweather,Malware,19.16233663,3165.517488,56.26293174,3.11,500,9.694282407,8.460668564
com.mediawoz.goweather,Malware,15.72098,2570.615084,50.70123356,2.923,500,9.099673098,8.106641953
com.mediawoz.goweather,Malware,15.8053,2578.840118,50.78228153,2.666,500,8.66067987,7.37689412
com.mediawoz.goweather,Malware,17.22384,2740.150449,52.34644638,2.808,500,8.889140664,7.535815199
com.mediawoz.goweather,Malware,15.36598,2616.651344,51.15321441,2.7,500,8.833021863,8.028899825
com.mediawoz.goweather,Malware,7.674151515,3.256302411,1.804522766,2.674,20.241,7.457193675,7.16609387
com.mediawoz.goweather,Malware,16.67739,2669.889179,51.67097037,3.445,500,9.193914722,8.095154471
com.mediawoz.goweather,Malware,16.60909,2639.603951,51.37707613,3.136,500,9.62197293,8.628362283
com.mediawoz.goweather,Malware,15.84558,2588.399354,50.87631427,2.75,500,8.597507271,7.387919036
com.mediawoz.goweather,Malware,11.44562,334.1781175,18.28053931,2.587,129.659,8.597495733,7.753229359
com.mediawoz.goweather,Malware,21.01076,3162.68264,56.23773324,3.057,500,10.55168839,8.88552816
com.mediawoz.goweather,Malware,8.091838384,3.482235267,1.866074829,2.528,17.255,7.844214251,7.498841651
com.mediawoz.goweather,Malware,14.0749,2508.193006,50.08186304,2.635,500,8.427484805,7.780404517
com.mediawoz.goweather,Malware,9.010040404,117.6940009,10.8486866,2.925,99.48,7.586866525,6.977728161
com.mediawoz.goweather,Malware,13.3977,468.637853,21.64804501,3.136,118.61,9.142447495,8.044477558
com.mediawoz.goweather,Malware,16.15858,2562.151055,50.61769508,2.102,500,8.842353609,7.257876696
com.mediawoz.goweather,Malware,14.86295,739.7353095,27.19807547,2.954,202.331,9.346997948,8.083635717
com.mediawoz.goweather,Malware,18.07066,2831.888692,53.21549297,2.824,500,9.447426908,8.119997241
com.mediawoz.goweather,Malware,20.27097,3200.747011,56.57514481,3.179,500,9.842984822,8.337792669
com.mediawoz.goweather,Malware,20.1968,3124.215076,55.89467843,4.221,500,10.3903094,8.977214689
com.mediawoz.goweather,Malware,40.13767,4098.241781,64.01751152,3.104,500,18.70310156,11.75492579
com.mediawoz.goweather,Malware,14.72032,2537.9159,50.37773218,2.764,500,8.598203816,7.781606639
com.mediawoz.goweather,Malware,15.76971,2632.843133,51.31123788,2.826,500,8.988800908,8.066101625
com.mediawoz.goweather,Malware,17.38952,2915.619963,53.99648102,3.181,500,9.192848304,8.05923738
com.mediawoz.goweather,Malware,8.117878788,10.90063778,3.301611392,2.688,37.613,7.766683432,7.4493645
com.mediawoz.goweather,Malware,7.839969697,2.118641625,1.455555435,2.875,12.733,7.65746614,7.39407716
com.mediawoz.goweather,Malware,13.27042,484.4236277,22.0096258,2.478,120.441,9.077591604,7.900569702
com.mediawoz.goweather,Malware,16.71872,2697.294278,51.93548188,2.267,500,9.240066336,8.077751394
com.mediawoz.goweather,Malware,16.04611,2665.761805,51.63101592,2.67,500,8.846581878,7.818975549
com.mediawoz.goweather,Malware,14.47628,2525.447095,50.25382667,2.947,500,8.500253239,7.746065843
com.mediawoz.goweather,Malware,27.52678218,5616.809144,74.9453744,3.349,500,11.46884588,9.201251205
com.mediawoz.goweather,Malware,18.2004,2823.832358,53.13974368,3.147,500,9.636037727,8.292596569
com.mediawoz.goweather,Malware,15.83162,2607.528602,51.06396579,2.593,500,8.954435038,7.959482938
com.mediawoz.goweather,Malware,9.9698,187.0956624,13.67829165,2.607,116.658,8.295538304,7.800443437
com.mediawoz.goweather,Malware,20.2969901,3113.99317,55.80316452,3.031,500,10.03327058,8.394654255
com.mediawoz.goweather,Malware,18.45324,2999.401231,54.76678949,2.733,500,9.3811172,8.038714259
com.mediawoz.goweather,Malware,15.2916,2559.304457,50.58956866,3.112,500,8.99409498,8.193671358
com.mediawoz.goweather,Malware,16.86307,2669.231449,51.66460538,2.523,500,9.369836501,8.122548828
com.mediawoz.goweather,Malware,19.23438,2944.178156,54.26028157,3.159,500,9.948570338,8.343831186
com.mediawoz.goweather,Malware,16.35698,2700.276937,51.96418899,3.282,500,8.953203098,7.94405658
com.mediawoz.goweather,Malware,21.31522772,5164.538066,71.86472059,2.517,500,9.084906319,7.780555829
com.mediawoz.goweather,Malware,16.87635,2711.991393,52.07678363,4.624,500,9.568458439,8.675833544
